BioSample Accession,BAKTA,size,contigs_orig,MIC
SAMEA8718405,atb.bakta.r0.2.batch.347.tar.xz,3745013,798,1.0
SAMEA104362421,atb.bakta.r0.2.batch.350.tar.xz,4296325,114,0.25
SAMEA5569829,atb.bakta.r0.2.batch.340.tar.xz,4298464,104,0.5
SAMEA7561170,atb.bakta.r0.2.batch.346.tar.xz,4332459,107,0.25
SAMEA8718416,atb.bakta.r0.2.batch.347.tar.xz,3487474,891,0.5
SAMEA7562585,atb.bakta.r0.2.batch.346.tar.xz,4318675,129,0.25
SAMEA7555838,atb.bakta.r0.2.batch.345.tar.xz,4330066,123,0.06
SAMEA104362096,atb.bakta.r0.2.batch.350.tar.xz,4285878,124,0.5
SAMEA8741184,atb.bakta.r0.2.batch.347.tar.xz,4315474,131,0.25
SAMN05915272,,4390550,14,0.25
SAMEA7555992,atb.bakta.r0.2.batch.345.tar.xz,4338672,99,0.25
SAMEA7563175,atb.bakta.r0.2.batch.346.tar.xz,4316464,142,0.25
SAMEA7526444,atb.bakta.r0.2.batch.342.tar.xz,4316585,116,0.125
SAMEA8718752,atb.bakta.r0.2.batch.347.tar.xz,4247558,134,0.5
SAMEA7546426,atb.bakta.r0.2.batch.343.tar.xz,4290387,98,0.25
SAMEA104362133,atb.bakta.r0.2.batch.350.tar.xz,4282324,136,0.5
SAMEA7526547,atb.bakta.r0.2.batch.342.tar.xz,4369787,82,0.125
SAMEA7525780,atb.bakta.r0.2.batch.342.tar.xz,4344875,102,0.5
SAMEA7541401,atb.bakta.r0.2.batch.343.tar.xz,4332090,106,0.5
SAMEA7526818,atb.bakta.r0.2.batch.342.tar.xz,4344070,89,0.06
SAMEA7525412,atb.bakta.r0.2.batch.342.tar.xz,4352343,152,0.5
SAMEA7525643,atb.bakta.r0.2.batch.342.tar.xz,4369287,112,1.0
SAMEA1101726,atb.bakta.r0.2.batch.334.tar.xz,4314956,149,0.12
SAMEA7542284,atb.bakta.r0.2.batch.343.tar.xz,4335258,108,0.25
SAMEA7560705,atb.bakta.r0.2.batch.346.tar.xz,4347130,100,1.0
SAMEA7525904,atb.bakta.r0.2.batch.342.tar.xz,4307735,139,0.25
SAMEA7564268,atb.bakta.r0.2.batch.346.tar.xz,4268862,127,0.25
SAMEA5569633,atb.bakta.r0.2.batch.340.tar.xz,4348163,91,0.5
SAMEA1102225,atb.bakta.r0.2.batch.334.tar.xz,4347720,118,0.5
SAMEA7545321,atb.bakta.r0.2.batch.343.tar.xz,3637783,885,0.25
SAMEA5569526,atb.bakta.r0.2.batch.340.tar.xz,4359026,95,0.5
SAMEA7524738,,4342806,107,0.5
SAMEA7526398,atb.bakta.r0.2.batch.342.tar.xz,4353441,105,0.5
SAMEA104302774,atb.bakta.r0.2.batch.350.tar.xz,4297077,115,
SAMEA5569639,atb.bakta.r0.2.batch.340.tar.xz,4356524,91,0.5
SAMEA7544197,atb.bakta.r0.2.batch.343.tar.xz,4337079,79,0.5
SAMEA7544656,atb.bakta.r0.2.batch.343.tar.xz,4348876,87,0.25
SAMEA8718272,atb.bakta.r0.2.batch.347.tar.xz,4319801,115,0.25
SAMEA7526209,atb.bakta.r0.2.batch.342.tar.xz,4374333,82,0.25
SAMEA8742150,atb.bakta.r0.2.batch.347.tar.xz,4285849,106,0.5
SAMEA7525342,atb.bakta.r0.2.batch.342.tar.xz,4361015,164,0.5
SAMEA7555887,atb.bakta.r0.2.batch.345.tar.xz,4342568,113,0.25
SAMEA7546982,atb.bakta.r0.2.batch.344.tar.xz,4339929,96,1.0
SAMEA7526006,atb.bakta.r0.2.batch.342.tar.xz,4325594,138,0.12
SAMEA8741205,atb.bakta.r0.2.batch.347.tar.xz,4301293,139,0.25
SAMEA7563734,atb.bakta.r0.2.batch.346.tar.xz,4353820,117,0.25
SAMEA104362505,atb.bakta.r0.2.batch.350.tar.xz,4109542,405,0.5
SAMEA7555866,atb.bakta.r0.2.batch.345.tar.xz,4348319,101,0.5
SAMEA7555965,atb.bakta.r0.2.batch.345.tar.xz,4337282,114,0.25
SAMEA7563285,atb.bakta.r0.2.batch.346.tar.xz,4334527,113,0.25
SAMEA7555865,atb.bakta.r0.2.batch.345.tar.xz,4356366,96,0.5
SAMEA7561988,atb.bakta.r0.2.batch.346.tar.xz,4260097,154,0.25
SAMEA7525201,atb.bakta.r0.2.batch.342.tar.xz,4374179,122,0.25
SAMEA8718289,atb.bakta.r0.2.batch.347.tar.xz,4310255,96,0.5
SAMEA7547469,atb.bakta.r0.2.batch.344.tar.xz,4324201,95,0.5
SAMEA7542042,atb.bakta.r0.2.batch.343.tar.xz,4333779,126,0.5
SAMEA7545341,atb.bakta.r0.2.batch.343.tar.xz,4187301,313,0.5
SAMEA5570047,atb.bakta.r0.2.batch.340.tar.xz,4349237,83,0.25
SAMEA7544594,atb.bakta.r0.2.batch.343.tar.xz,4339381,101,0.25
SAMEA7525450,atb.bakta.r0.2.batch.342.tar.xz,4301525,153,0.12
SAMEA7526195,atb.bakta.r0.2.batch.342.tar.xz,4350728,103,0.03
SAMEA7526417,atb.bakta.r0.2.batch.342.tar.xz,4336973,104,0.125
SAMEA7541399,atb.bakta.r0.2.batch.343.tar.xz,4313837,118,0.5
SAMEA8718440,atb.bakta.r0.2.batch.347.tar.xz,3410551,1027,0.25
SAMEA7544362,atb.bakta.r0.2.batch.343.tar.xz,4338617,103,0.5
SAMEA7545201,atb.bakta.r0.2.batch.343.tar.xz,4353584,80,0.25
SAMEA1101632,atb.bakta.r0.2.batch.334.tar.xz,4274854,145,0.25
SAMEA7525510,atb.bakta.r0.2.batch.342.tar.xz,4312546,167,0.25
SAMEA7525772,atb.bakta.r0.2.batch.342.tar.xz,4328524,138,0.125
SAMEA7561936,atb.bakta.r0.2.batch.346.tar.xz,4304803,153,0.5
SAMN06094071,,4407321,4,0.5
SAMEA104362302,atb.bakta.r0.2.batch.350.tar.xz,4337320,86,0.25
SAMEA7544632,atb.bakta.r0.2.batch.343.tar.xz,4352170,91,0.25
SAMEA7541589,atb.bakta.r0.2.batch.343.tar.xz,4307108,117,0.5
SAMEA7546481,atb.bakta.r0.2.batch.343.tar.xz,4314839,112,0.25
SAMEA7525329,atb.bakta.r0.2.batch.342.tar.xz,4346182,115,0.03
SAMEA7546585,atb.bakta.r0.2.batch.343.tar.xz,4324765,115,0.25
SAMEA7563425,atb.bakta.r0.2.batch.346.tar.xz,4330897,117,0.25
SAMEA7541594,atb.bakta.r0.2.batch.343.tar.xz,4315778,108,0.5
SAMEA7563699,atb.bakta.r0.2.batch.346.tar.xz,4327335,134,0.12
SAMEA8718661,atb.bakta.r0.2.batch.347.tar.xz,4353681,103,1.0
SAMEA7544064,atb.bakta.r0.2.batch.343.tar.xz,4320559,103,0.5
SAMEA7544043,atb.bakta.r0.2.batch.343.tar.xz,4339440,94,0.5
SAMEA7524779,atb.bakta.r0.2.batch.342.tar.xz,4370663,115,0.25
SAMEA7542179,atb.bakta.r0.2.batch.343.tar.xz,4368973,75,0.5
SAMEA7526785,atb.bakta.r0.2.batch.342.tar.xz,4389733,94,0.03
SAMN05916321,,4401542,2,0.25
SAMEA7556053,atb.bakta.r0.2.batch.345.tar.xz,4341125,132,0.5
SAMEA7562522,atb.bakta.r0.2.batch.346.tar.xz,4346304,122,0.12
SAMEA7545610,atb.bakta.r0.2.batch.343.tar.xz,3634487,838,1.0
SAMEA104362212,atb.bakta.r0.2.batch.350.tar.xz,4149297,267,0.5
SAMEA7526629,atb.bakta.r0.2.batch.342.tar.xz,4347114,98,1.0
SAMEA7545344,atb.bakta.r0.2.batch.343.tar.xz,3763620,756,1.0
SAMEA5570002,atb.bakta.r0.2.batch.340.tar.xz,4351628,72,0.5
SAMEA8719211,atb.bakta.r0.2.batch.347.tar.xz,4293585,117,0.5
SAMEA7546607,atb.bakta.r0.2.batch.343.tar.xz,4345283,101,0.12
SAMEA104362433,atb.bakta.r0.2.batch.350.tar.xz,3792310,764,0.5
SAMEA7546618,atb.bakta.r0.2.batch.343.tar.xz,4343496,97,0.25
SAMN05918569,,4392188,1,0.25
SAMEA7546519,atb.bakta.r0.2.batch.343.tar.xz,3903582,681,0.25
SAMEA5570022,atb.bakta.r0.2.batch.340.tar.xz,4314780,79,0.5
SAMEA7525506,atb.bakta.r0.2.batch.342.tar.xz,4329310,166,1.0
SAMEA7526842,atb.bakta.r0.2.batch.342.tar.xz,4341140,114,0.03
SAMEA7544206,atb.bakta.r0.2.batch.343.tar.xz,4372367,83,0.5
SAMEA7525747,atb.bakta.r0.2.batch.342.tar.xz,4305585,129,0.5
SAMEA7524721,,4345987,101,0.5
SAMEA7546466,atb.bakta.r0.2.batch.343.tar.xz,4367656,90,0.5
SAMEA7525866,atb.bakta.r0.2.batch.342.tar.xz,4346327,92,0.5
SAMEA7525446,atb.bakta.r0.2.batch.342.tar.xz,4316845,176,0.5
SAMEA7526530,atb.bakta.r0.2.batch.342.tar.xz,4369933,88,0.5
SAMEA7555862,atb.bakta.r0.2.batch.345.tar.xz,4319533,100,0.25
SAMEA7547618,atb.bakta.r0.2.batch.344.tar.xz,3795713,761,0.25
SAMEA7542275,atb.bakta.r0.2.batch.343.tar.xz,4331918,94,0.5
SAMEA5570043,atb.bakta.r0.2.batch.340.tar.xz,4357284,83,0.25
SAMEA7545452,atb.bakta.r0.2.batch.343.tar.xz,4260470,106,0.25
SAMEA7546581,atb.bakta.r0.2.batch.343.tar.xz,4333495,109,0.5
SAMN06094106,,4388603,16,0.25
SAMEA7526747,atb.bakta.r0.2.batch.342.tar.xz,4344713,106,0.25
SAMEA7564159,atb.bakta.r0.2.batch.346.tar.xz,4307003,124,0.25
SAMEA7547424,atb.bakta.r0.2.batch.344.tar.xz,4182848,273,0.5
SAMEA5570064,atb.bakta.r0.2.batch.340.tar.xz,4358984,70,0.25
SAMEA7525470,atb.bakta.r0.2.batch.342.tar.xz,4272684,196,0.25
SAMEA7525761,atb.bakta.r0.2.batch.342.tar.xz,4334865,135,0.5
SAMEA7562813,atb.bakta.r0.2.batch.346.tar.xz,4327940,132,0.12
SAMEA7525185,atb.bakta.r0.2.batch.342.tar.xz,4368410,119,0.5
SAMEA7526370,atb.bakta.r0.2.batch.342.tar.xz,4312689,159,0.125
SAMEA7541646,atb.bakta.r0.2.batch.343.tar.xz,4281528,95,1.0
SAMEA5569838,atb.bakta.r0.2.batch.340.tar.xz,4335111,95,0.5
SAMEA7563846,atb.bakta.r0.2.batch.346.tar.xz,4360507,83,0.5
SAMEA7526128,atb.bakta.r0.2.batch.342.tar.xz,4365132,80,0.5
SAMEA7545390,atb.bakta.r0.2.batch.343.tar.xz,4284297,130,0.25
SAMEA5569912,atb.bakta.r0.2.batch.340.tar.xz,4343069,99,0.5
SAMEA104362050,atb.bakta.r0.2.batch.350.tar.xz,4290640,103,0.5
SAMEA7561033,atb.bakta.r0.2.batch.346.tar.xz,4362148,90,0.5
SAMEA7526084,atb.bakta.r0.2.batch.342.tar.xz,4333826,132,0.03
SAMEA7542309,atb.bakta.r0.2.batch.343.tar.xz,4331241,106,0.12
SAMN05918694,,4403269,24,0.5
SAMN05918628,,4396440,17,0.25
SAMEA5569568,atb.bakta.r0.2.batch.340.tar.xz,4360615,71,0.5
SAMEA7525897,atb.bakta.r0.2.batch.342.tar.xz,4339189,112,0.12
SAMEA7526794,atb.bakta.r0.2.batch.342.tar.xz,4349164,100,0.25
SAMEA7562390,atb.bakta.r0.2.batch.346.tar.xz,4324325,123,0.25
SAMEA7556029,atb.bakta.r0.2.batch.345.tar.xz,4333103,136,0.25
SAMEA5569820,atb.bakta.r0.2.batch.340.tar.xz,4300072,110,0.5
SAMN05916416,,4395104,14,0.25
SAMEA5569763,atb.bakta.r0.2.batch.340.tar.xz,3757872,731,0.25
SAMEA7547552,atb.bakta.r0.2.batch.344.tar.xz,4206080,193,0.12
SAMEA7563485,atb.bakta.r0.2.batch.346.tar.xz,4350201,116,0.25
SAMN05918775,,4392175,1,0.25
SAMEA7526183,atb.bakta.r0.2.batch.342.tar.xz,4311821,124,0.5
SAMEA7546893,atb.bakta.r0.2.batch.343.tar.xz,4334990,95,0.5
SAMEA7526156,atb.bakta.r0.2.batch.342.tar.xz,4339692,127,2.0
SAMEA7525674,atb.bakta.r0.2.batch.342.tar.xz,4302995,228,0.5
SAMEA7564170,atb.bakta.r0.2.batch.346.tar.xz,4288097,175,0.25
SAMEA7541711,atb.bakta.r0.2.batch.343.tar.xz,4347759,80,0.25
SAMEA104362520,atb.bakta.r0.2.batch.350.tar.xz,4081519,468,0.5
SAMEA1101813,atb.bakta.r0.2.batch.334.tar.xz,4303983,149,0.5
SAMEA7525054,atb.bakta.r0.2.batch.342.tar.xz,4380357,92,0.5
SAMEA7526813,atb.bakta.r0.2.batch.342.tar.xz,4330998,125,0.25
SAMEA7525902,atb.bakta.r0.2.batch.342.tar.xz,4352196,93,0.25
SAMEA7525518,atb.bakta.r0.2.batch.342.tar.xz,4328430,131,1.0
SAMEA1102054,atb.bakta.r0.2.batch.334.tar.xz,4293970,166,0.5
SAMEA7562544,atb.bakta.r0.2.batch.346.tar.xz,4317408,138,0.5
SAMEA7541794,atb.bakta.r0.2.batch.343.tar.xz,4336062,100,0.5
SAMEA7560810,atb.bakta.r0.2.batch.346.tar.xz,4366273,90,0.5
SAMEA7555898,atb.bakta.r0.2.batch.345.tar.xz,4286410,104,0.25
SAMEA7555830,atb.bakta.r0.2.batch.345.tar.xz,4369180,116,0.25
SAMEA7542347,atb.bakta.r0.2.batch.343.tar.xz,4362205,72,0.5
SAMEA7560643,atb.bakta.r0.2.batch.346.tar.xz,4344523,102,1.0
SAMEA7556042,atb.bakta.r0.2.batch.345.tar.xz,4347370,127,0.5
SAMEA7541403,atb.bakta.r0.2.batch.343.tar.xz,4319235,108,0.5
SAMEA7561052,atb.bakta.r0.2.batch.346.tar.xz,4321155,106,0.5
SAMEA8718384,atb.bakta.r0.2.batch.347.tar.xz,3939994,735,0.25
SAMEA5569564,atb.bakta.r0.2.batch.340.tar.xz,4338431,93,0.25
SAMEA7546247,atb.bakta.r0.2.batch.343.tar.xz,4357774,86,1.0
SAMEA7526485,atb.bakta.r0.2.batch.342.tar.xz,4348236,101,0.125
SAMEA7560704,atb.bakta.r0.2.batch.346.tar.xz,4330545,103,0.5
SAMEA7525697,atb.bakta.r0.2.batch.342.tar.xz,4318589,142,1.0
SAMEA8742467,atb.bakta.r0.2.batch.347.tar.xz,4353728,81,1.0
SAMEA8718558,atb.bakta.r0.2.batch.347.tar.xz,4265145,92,0.12
SAMEA7561094,atb.bakta.r0.2.batch.346.tar.xz,4340711,103,0.25
SAMEA104362187,atb.bakta.r0.2.batch.350.tar.xz,4191904,279,0.5
SAMEA7563399,atb.bakta.r0.2.batch.346.tar.xz,4333675,126,0.25
SAMEA104362453,atb.bakta.r0.2.batch.350.tar.xz,4137926,371,0.5
SAMEA104362170,atb.bakta.r0.2.batch.350.tar.xz,3833062,738,0.5
SAMEA7546433,atb.bakta.r0.2.batch.343.tar.xz,4358785,72,0.5
SAMEA7544600,atb.bakta.r0.2.batch.343.tar.xz,4343501,86,0.25
SAMEA7526821,atb.bakta.r0.2.batch.342.tar.xz,4385680,98,0.25
SAMEA7541638,atb.bakta.r0.2.batch.343.tar.xz,4318573,92,0.5
SAMEA7563609,atb.bakta.r0.2.batch.346.tar.xz,4338661,119,0.25
SAMEA5569953,atb.bakta.r0.2.batch.340.tar.xz,4360640,78,0.5
SAMEA7544169,atb.bakta.r0.2.batch.343.tar.xz,4355923,75,0.5
SAMEA7544020,atb.bakta.r0.2.batch.343.tar.xz,4343120,86,0.5
SAMEA7525868,atb.bakta.r0.2.batch.342.tar.xz,4382143,91,0.25
SAMEA8718612,atb.bakta.r0.2.batch.347.tar.xz,4320212,109,1.0
SAMEA7563525,atb.bakta.r0.2.batch.346.tar.xz,4350534,137,0.25
SAMEA7525221,atb.bakta.r0.2.batch.342.tar.xz,4367871,152,0.25
SAMEA7546922,atb.bakta.r0.2.batch.344.tar.xz,4353131,90,0.5
SAMEA7544162,atb.bakta.r0.2.batch.343.tar.xz,4360926,76,1.0
SAMEA7545347,atb.bakta.r0.2.batch.343.tar.xz,4256970,139,0.5
SAMEA104362160,atb.bakta.r0.2.batch.350.tar.xz,3688004,810,0.5
SAMEA104362484,atb.bakta.r0.2.batch.350.tar.xz,4194109,270,0.5
SAMEA7525580,atb.bakta.r0.2.batch.342.tar.xz,4381509,151,0.25
SAMN05918657,,4413490,44,0.25
SAMN05918548,,4402237,17,1.0
SAMEA8742584,atb.bakta.r0.2.batch.347.tar.xz,4358211,78,1.0
SAMEA7544627,atb.bakta.r0.2.batch.642_d.tar.xz,4337321,86,0.25
SAMEA7544277,atb.bakta.r0.2.batch.343.tar.xz,4347214,66,0.5
SAMEA7545558,atb.bakta.r0.2.batch.343.tar.xz,4229033,227,0.25
SAMEA7544650,atb.bakta.r0.2.batch.343.tar.xz,4349862,87,0.25
SAMEA7524892,,4365300,107,0.125
SAMEA7546196,atb.bakta.r0.2.batch.343.tar.xz,3972530,742,1.0
SAMEA7526466,atb.bakta.r0.2.batch.342.tar.xz,4373053,82,0.125
SAMEA8718793,atb.bakta.r0.2.batch.347.tar.xz,4321748,157,0.5
SAMEA7563618,atb.bakta.r0.2.batch.346.tar.xz,4339679,104,0.25
SAMEA5569571,atb.bakta.r0.2.batch.340.tar.xz,4354909,81,1.0
SAMEA104362268,,4338475,82,0.5
SAMN05916300,,4407362,50,0.25
SAMEA7562518,atb.bakta.r0.2.batch.346.tar.xz,4326435,122,0.25
SAMEA8718710,atb.bakta.r0.2.batch.347.tar.xz,4357244,104,0.5
SAMEA7526738,atb.bakta.r0.2.batch.342.tar.xz,4369875,98,0.06
SAMEA8741247,atb.bakta.r0.2.batch.347.tar.xz,4307975,140,0.5
SAMEA7542314,atb.bakta.r0.2.batch.343.tar.xz,4306288,95,0.25
SAMEA7546472,atb.bakta.r0.2.batch.343.tar.xz,4321970,118,0.5
SAMEA7524865,atb.bakta.r0.2.batch.342.tar.xz,4368977,115,1.0
SAMEA7543867,atb.bakta.r0.2.batch.343.tar.xz,4342316,93,0.5
SAMEA7546948,atb.bakta.r0.2.batch.344.tar.xz,4353097,91,1.0
SAMEA5569818,atb.bakta.r0.2.batch.340.tar.xz,4291175,111,0.5
SAMEA7564122,atb.bakta.r0.2.batch.346.tar.xz,4298845,132,0.25
SAMEA7562811,atb.bakta.r0.2.batch.346.tar.xz,4339396,87,0.12
SAMEA7544019,atb.bakta.r0.2.batch.343.tar.xz,4347138,89,0.5
SAMEA7541551,atb.bakta.r0.2.batch.343.tar.xz,4308049,117,0.5
SAMEA8718599,atb.bakta.r0.2.batch.347.tar.xz,4318354,95,0.5
SAMEA7542189,atb.bakta.r0.2.batch.343.tar.xz,4373740,80,1.0
SAMN05918762,,4371605,3,0.25
SAMEA7555741,atb.bakta.r0.2.batch.345.tar.xz,4333820,102,0.06
SAMEA7545962,atb.bakta.r0.2.batch.343.tar.xz,4337409,103,0.12
SAMEA7560789,atb.bakta.r0.2.batch.346.tar.xz,4323544,117,0.25
SAMEA7544198,atb.bakta.r0.2.batch.343.tar.xz,4334386,87,0.25
SAMEA7526000,atb.bakta.r0.2.batch.342.tar.xz,4344203,125,0.5
SAMEA7542287,atb.bakta.r0.2.batch.343.tar.xz,4339316,92,0.5
SAMEA7546205,atb.bakta.r0.2.batch.343.tar.xz,4189026,325,0.5
SAMEA7525790,atb.bakta.r0.2.batch.342.tar.xz,4318609,140,0.5
SAMEA8742459,atb.bakta.r0.2.batch.347.tar.xz,4339597,94,0.5
SAMEA7561590,atb.bakta.r0.2.batch.346.tar.xz,4251825,146,0.5
SAMEA7562042,atb.bakta.r0.2.batch.346.tar.xz,4296374,149,0.5
SAMEA7562347,atb.bakta.r0.2.batch.346.tar.xz,4315549,113,0.25
SAMEA1101692,atb.bakta.r0.2.batch.334.tar.xz,4266951,162,0.5
SAMEA8741970,atb.bakta.r0.2.batch.347.tar.xz,4339626,101,0.5
SAMEA7543992,atb.bakta.r0.2.batch.343.tar.xz,4308203,92,0.5
SAMEA7547629,atb.bakta.r0.2.batch.344.tar.xz,3847481,641,0.5
SAMEA8719096,atb.bakta.r0.2.batch.347.tar.xz,4334133,90,0.5
SAMEA7525632,atb.bakta.r0.2.batch.342.tar.xz,4332020,193,1.0
SAMEA7555765,atb.bakta.r0.2.batch.345.tar.xz,4333580,97,0.25
SAMEA1101878,atb.bakta.r0.2.batch.334.tar.xz,4328604,159,0.25
SAMEA7545499,atb.bakta.r0.2.batch.343.tar.xz,4334153,91,0.5
SAMEA7563187,atb.bakta.r0.2.batch.346.tar.xz,4326429,127,0.5
SAMEA8718963,atb.bakta.r0.2.batch.347.tar.xz,4323990,107,1.0
SAMEA1102216,atb.bakta.r0.2.batch.334.tar.xz,4261558,197,0.12
SAMEA7526487,atb.bakta.r0.2.batch.342.tar.xz,4344655,93,0.5
SAMEA7524975,atb.bakta.r0.2.batch.342.tar.xz,4305363,160,0.25
SAMEA5569521,atb.bakta.r0.2.batch.340.tar.xz,4354283,69,0.5
SAMEA8742391,atb.bakta.r0.2.batch.347.tar.xz,4331010,91,0.25
SAMEA8742203,atb.bakta.r0.2.batch.347.tar.xz,4347521,84,0.25
SAMEA5569857,atb.bakta.r0.2.batch.340.tar.xz,4336839,107,0.5
SAMEA7555969,atb.bakta.r0.2.batch.345.tar.xz,4324597,115,0.5
SAMEA104302775,atb.bakta.r0.2.batch.350.tar.xz,4260197,101,
SAMEA8742314,atb.bakta.r0.2.batch.347.tar.xz,4330444,106,0.5
SAMEA7525960,atb.bakta.r0.2.batch.342.tar.xz,4340345,127,0.5
SAMN05916251,,4359603,2,0.25
SAMEA7563102,atb.bakta.r0.2.batch.346.tar.xz,4339410,94,0.25
SAMEA5569779,atb.bakta.r0.2.batch.340.tar.xz,3852450,745,0.5
SAMEA7546883,atb.bakta.r0.2.batch.343.tar.xz,4149477,382,0.5
SAMEA7544211,atb.bakta.r0.2.batch.343.tar.xz,4371504,76,0.25
SAMEA104362307,atb.bakta.r0.2.batch.350.tar.xz,4339672,107,0.5
SAMEA7545577,atb.bakta.r0.2.batch.343.tar.xz,3932522,678,0.5
SAMEA7546753,atb.bakta.r0.2.batch.343.tar.xz,4323139,133,0.5
SAMEA7562860,atb.bakta.r0.2.batch.346.tar.xz,4336148,87,0.5
SAMEA7541784,atb.bakta.r0.2.batch.343.tar.xz,4370948,77,0.5
SAMEA5569879,,4292351,106,0.06
SAMEA7542170,atb.bakta.r0.2.batch.343.tar.xz,4348556,93,0.5
SAMEA7563476,atb.bakta.r0.2.batch.346.tar.xz,4348177,125,0.25
SAMEA7544192,atb.bakta.r0.2.batch.343.tar.xz,4337086,94,0.5
SAMEA7526439,atb.bakta.r0.2.batch.342.tar.xz,4306358,126,0.125
SAMEA7526631,atb.bakta.r0.2.batch.342.tar.xz,4361723,83,1.0
SAMEA8718399,atb.bakta.r0.2.batch.347.tar.xz,3583367,850,0.5
SAMEA7544397,atb.bakta.r0.2.batch.343.tar.xz,4338498,93,0.5
SAMEA7544606,atb.bakta.r0.2.batch.343.tar.xz,4347002,99,0.5
SAMEA7545435,atb.bakta.r0.2.batch.343.tar.xz,4308732,94,0.5
SAMEA7524999,atb.bakta.r0.2.batch.342.tar.xz,4345466,98,0.25
SAMN05916350,,4399079,55,4.0
SAMEA8742359,atb.bakta.r0.2.batch.347.tar.xz,4346871,93,0.5
SAMEA7525613,atb.bakta.r0.2.batch.342.tar.xz,4339512,126,0.5
SAMEA7526755,atb.bakta.r0.2.batch.342.tar.xz,4359166,90,0.5
SAMEA5569703,atb.bakta.r0.2.batch.340.tar.xz,3978264,615,0.12
SAMEA7546593,atb.bakta.r0.2.batch.343.tar.xz,4345441,88,0.25
SAMEA7526665,atb.bakta.r0.2.batch.342.tar.xz,4308545,159,0.25
SAMEA8718414,atb.bakta.r0.2.batch.347.tar.xz,3686539,851,0.06
SAMEA104362093,atb.bakta.r0.2.batch.350.tar.xz,4321724,94,0.5
SAMEA5569647,atb.bakta.r0.2.batch.340.tar.xz,4300918,107,0.5
SAMEA7563237,atb.bakta.r0.2.batch.346.tar.xz,4294930,169,0.5
SAMEA7525083,atb.bakta.r0.2.batch.342.tar.xz,4324097,224,0.5
SAMEA7543933,atb.bakta.r0.2.batch.343.tar.xz,4360945,98,0.5
SAMEA7526246,atb.bakta.r0.2.batch.342.tar.xz,4346372,103,0.5
SAMEA8718447,atb.bakta.r0.2.batch.347.tar.xz,4310641,99,0.5
SAMEA7547034,atb.bakta.r0.2.batch.344.tar.xz,3935705,1211,0.5
SAMEA7564096,atb.bakta.r0.2.batch.346.tar.xz,4267995,146,1.0
SAMEA7525062,atb.bakta.r0.2.batch.342.tar.xz,4325689,281,0.5
SAMEA7544535,atb.bakta.r0.2.batch.343.tar.xz,4379789,75,0.12
SAMEA7545273,atb.bakta.r0.2.batch.343.tar.xz,4335438,90,0.5
SAMEA1102312,atb.bakta.r0.2.batch.334.tar.xz,4311047,165,0.25
SAMEA7525783,atb.bakta.r0.2.batch.342.tar.xz,4350639,96,0.5
SAMEA7546064,atb.bakta.r0.2.batch.343.tar.xz,4353630,92,1.0
SAMEA8741230,atb.bakta.r0.2.batch.347.tar.xz,4298236,145,0.25
SAMEA7561406,atb.bakta.r0.2.batch.346.tar.xz,4316351,131,0.25
SAMEA8742340,atb.bakta.r0.2.batch.347.tar.xz,4335474,106,0.5
SAMEA8718514,atb.bakta.r0.2.batch.347.tar.xz,4321296,101,0.25
SAMEA7545890,atb.bakta.r0.2.batch.343.tar.xz,4341860,90,0.5
SAMEA5569507,atb.bakta.r0.2.batch.340.tar.xz,4347191,84,0.5
SAMEA7542173,atb.bakta.r0.2.batch.343.tar.xz,4341908,92,0.5
SAMEA7563330,atb.bakta.r0.2.batch.642_a.tar.xz,4304044,122,0.25
SAMEA7526696,atb.bakta.r0.2.batch.342.tar.xz,4367508,89,0.5
SAMEA7526322,atb.bakta.r0.2.batch.342.tar.xz,4369523,99,0.5
SAMEA8718570,atb.bakta.r0.2.batch.347.tar.xz,4314388,96,0.5
SAMEA7526068,atb.bakta.r0.2.batch.342.tar.xz,4295537,145,0.25
SAMEA7562219,atb.bakta.r0.2.batch.346.tar.xz,4264749,159,1.0
SAMEA104362473,,3848424,718,0.5
SAMEA7525140,atb.bakta.r0.2.batch.342.tar.xz,4359024,143,0.25
SAMEA8718363,atb.bakta.r0.2.batch.347.tar.xz,4228728,225,0.25
SAMEA7541520,atb.bakta.r0.2.batch.343.tar.xz,4298693,114,0.5
SAMEA7544537,atb.bakta.r0.2.batch.343.tar.xz,4378186,82,0.25
SAMEA104362250,atb.bakta.r0.2.batch.350.tar.xz,4332399,95,0.5
SAMEA7561913,atb.bakta.r0.2.batch.346.tar.xz,4225520,173,0.25
SAMEA8741223,atb.bakta.r0.2.batch.347.tar.xz,4290516,147,0.25
SAMEA5569790,atb.bakta.r0.2.batch.340.tar.xz,4330753,99,0.5
SAMEA7526198,atb.bakta.r0.2.batch.342.tar.xz,4348852,85,0.5
SAMEA1101678,atb.bakta.r0.2.batch.334.tar.xz,4335299,136,0.5
SAMEA7546696,atb.bakta.r0.2.batch.343.tar.xz,4351403,93,0.12
SAMEA7546752,atb.bakta.r0.2.batch.343.tar.xz,4310582,125,0.5
SAMEA7526829,atb.bakta.r0.2.batch.342.tar.xz,4326532,116,0.5
SAMEA7545958,atb.bakta.r0.2.batch.343.tar.xz,4316132,117,0.25
SAMEA7525831,atb.bakta.r0.2.batch.342.tar.xz,4355079,95,0.5
SAMEA5569752,atb.bakta.r0.2.batch.340.tar.xz,3773831,1071,0.5
SAMEA7561505,atb.bakta.r0.2.batch.346.tar.xz,4278401,153,0.12
